Species,Colony,depth,Site,File,DATE,TIME,PAR,Depth(m),T(C),Battery_V,Dark_Fo,Fm,Fv,Fv/Fm,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,GAIN,Light_Fo,Fm.1,Fv.1,Fv/Fm.1,Sigma.1,p.1,Alp1.1,Tau1.1,Alp2.1,Tau2.1,Alp3.1,Tau3.1,Alp4.1,Tau4.1,TauAv1.1,TauAv2.1,Pmax.e.s
Porites astreoides ,69,10--10,MF,20230707.095,07/07/2023,37987,302.9,1.4,30.8,15.09,41.5,63.7,22.2,0.349,325.6,0.16,0.59,285,0.21,2747,0.2,124179,--------,-------,926,25177,1200,67.1,76.5,9.4,0.123,421.2,0,0.399,573,0.518,15519,0.083,16006,--------,-------,9018,9599,110.9
Porites astreoides ,46,10--40,MF,20230707.096,07/07/2023,38083,314.4,1.4,30.9,15.07,229.6,364.7,135,0.37,606.4,0.34,0.64,454,0.19,2672,0.17,125421,--------,-------,957,22171,300,479.5,526.7,47.2,0.09,652.2,0.23,0.259,480,0.136,17373,0.605,17389,--------,-------,12320,13007,81.2
Porites astreoides ,46,10--40,MF,20230707.097,07/07/2023,38092,288.2,1.3,30.9,15.06,239.9,371,131.2,0.354,629.9,0.38,0.62,440,0.2,2159,0.18,124112,--------,-------,860,23333,300,484.8,528.8,44,0.083,628.1,0.28,0.248,495,0.631,18171,0.122,18194,--------,-------,13184,13794,75.8
Porites astreoides ,46,10--40,MF,20230707.098,07/07/2023,38101,345.6,1.4,30.9,15.06,139.2,224.5,85.3,0.38,520.9,0.33,0.66,392,0.17,2479,0.17,124043,--------,-------,824,22157,500,284.9,313,28,0.09,531.6,0.16,0.286,530,0.635,17438,0.079,17472,--------,-------,12183,12601,82.1
Porites astreoides ,46,10--40,MF,20230707.099,07/07/2023,38112,241.9,1.4,30.9,15.06,173.1,269.9,96.8,0.359,577.4,0.37,0.67,453,0.16,2768,0.17,114595,--------,-------,900,20436,400,315,353,38,0.108,505.2,0.19,0.306,550,0.591,18512,0.103,18577,--------,-------,12381,13022,80.8
Porites astreoides ,46,10--40,MF,20230707.100,07/07/2023,38123,480.7,1.3,31,15.06,91.6,147,55.3,0.377,418.7,0.28,0.64,344,0.18,2118,0.18,107609,--------,-------,737,19764,700,181.2,200.2,19,0.095,523.3,0.05,0.306,541,0.584,16654,0.111,16654,--------,-------,11115,11729,90
Porites astreoides ,41,10--40,MF,20230707.101,07/07/2023,38133,458.6,1.3,30.9,15.06,139.4,239.2,99.7,0.417,430.1,0.29,0.68,322,0.16,1714,0.17,123435,--------,-------,582,20945,500,289.2,336.7,47.5,0.141,445,0.03,0.389,447,0.091,19029,0.52,19066,--------,-------,11091,11814,90.2
Porites astreoides ,41,10--40,MF,20230707.102,07/07/2023,38142,475.6,1.4,31,15.05,105.5,182.6,77.1,0.422,392.2,0.24,0.65,296,0.17,1603,0.18,134177,--------,-------,567,24970,600,200.2,234.8,34.6,0.147,378.7,0,0.4,559,0.535,19677,0.066,19797,--------,-------,11496,12042,87
Porites astreoides ,41,10--40,MF,20230707.103,07/07/2023,38151,504.6,1.4,31,15.05,133.4,228.3,95,0.416,423.3,0.27,0.69,325,0.15,1951,0.17,107420,--------,-------,612,18360,500,272.7,312.3,39.6,0.127,434.3,0.04,0.366,435,0.076,19505,0.558,19515,--------,-------,11952,12525,83.7
Porites astreoides ,41,10--40,MF,20230707.104,07/07/2023,38159,379.1,1.3,31,15.04,167,287.2,120.2,0.418,483.9,0.31,0.66,329,0.17,1782,0.17,124099,--------,-------,626,21970,400,275.7,325.2,49.5,0.152,406.3,0.02,0.397,515,0.075,20028,0.528,20051,--------,-------,11671,12297,85.7
Porites astreoides ,41,10--40,MF,20230707.105,07/07/2023,38169,452.8,1.4,31,15.04,136,234.6,98.6,0.42,433.1,0.28,0.66,316,0.17,1668,0.17,135369,--------,-------,597,23059,500,260,302.9,42.9,0.142,416,0.01,0.383,480,0.07,19431,0.547,19446,--------,-------,11638,12182,85.9
Porites astreoides ,64,10--10,MF,20230707.106,07/07/2023,38179,294.8,1.4,31.1,15.04,192.2,305.4,113.2,0.371,503.6,0.39,0.66,362,0.16,1649,0.18,109664,--------,-------,620,20034,400,378.8,428.5,49.7,0.116,487,0.3,0.374,557,0.566,13409,0.06,13420,--------,-------,8297,8604,120.5
Porites astreoides ,64,10--10,MF,20230707.107,07/07/2023,38189,375.9,1.3,31,15.04,148.3,234.6,86.3,0.368,435.7,0.35,0.7,376,0.11,2328,0.19,143823,--------,-------,652,27599,500,262.1,299.3,37.2,0.124,426.3,0.22,0.424,597,0.493,14143,0.083,14574,--------,-------,7880,8434,126.9
Porites astreoides ,64,10--10,MF,20230707.108,07/07/2023,38198,279.2,1.3,31,15.05,211.3,323.8,112.5,0.347,530.6,0.41,0.67,410,0.15,2131,0.18,122949,--------,-------,728,22262,300,379.2,426.8,47.6,0.112,477.1,0.31,0.35,683,0.611,14575,0.038,14621,--------,-------,9515,9710,105.1
Porites astreoides ,64,10--10,MF,20230707.109,07/07/2023,38208,278.6,1.3,31.1,15.04,208.5,322.7,114.2,0.354,532.8,0.38,0.7,424,0.11,2714,0.19,126166,--------,-------,744,24324,300,356.5,405,48.5,0.12,473.6,0.28,0.401,578,0.537,13071,0.063,13106,--------,-------,7733,8070,129.3
Porites astreoides ,64,10--10,MF,20230707.110,07/07/2023,38218,286.2,1.4,31.1,15.04,174.2,283.4,109.2,0.385,481.3,0.35,0.68,374,0.14,2329,0.18,135608,--------,-------,715,24441,400,326.3,374.2,47.9,0.128,437.5,0.22,0.401,580,0.528,14448,0.071,14505,--------,-------,8457,8887,118.2
Porites astreoides ,63,10--10,MF,20230707.111,07/07/2023,38284,691.1,1.3,31.2,15.02,99.6,161.7,62.1,0.384,350.4,0.24,0.71,317,0.12,2959,0.17,154401,--------,-------,686,27327,700,166.5,196.1,29.7,0.151,355,0.15,0.466,503,0.469,14869,0.064,16277,--------,-------,7708,8259,129.7
Porites astreoides ,63,10--10,MF,20230707.112,07/07/2023,38293,730.8,1.3,31.2,15.02,274,447.7,173.7,0.388,584.6,0.4,0.62,368,0.19,1883,0.18,79862,--------,-------,727,15221,0,497.8,551.1,53.3,0.097,558.7,0.37,0.203,587,0.715,16263,0.082,16355,--------,-------,12796,13086,78.2
Porites astreoides ,63,10--10,MF,20230707.113,07/07/2023,38301,900,1.3,31.2,15.02,131.7,214.9,83.2,0.387,422.7,0.29,0.65,309,0.16,1908,0.19,108099,--------,-------,629,20542,500,244.2,275.7,31.5,0.114,471.1,0.21,0.322,562,0.578,14772,0.099,14887,--------,-------,9685,10202,103.2
Porites astreoides ,63,10--10,MF,20230707.114,07/07/2023,38311,712.3,1.3,31.3,15.02,141.5,225.4,83.9,0.372,438.2,0.3,0.68,326,0.15,2378,0.17,111106,--------,-------,687,19752,500,241.4,275.9,34.5,0.125,442,0.28,0.363,614,0.583,15649,0.055,16186,--------,-------,9881,10226,101.2
Porites astreoides ,63,10--10,MF,20230707.115,07/07/2023,38320,900,1.3,31.3,15,129.4,215.6,86.2,0.4,431.7,0.28,0.68,330,0.15,2396,0.17,120688,--------,-------,701,21390,500,212.8,241.2,28.4,0.118,441.7,0.17,0.313,566,0.599,14609,0.087,14619,--------,-------,9791,10213,102.1
Porites astreoides ,40,10--40,MF,20230707.116,07/07/2023,38330,630,1.3,31.3,15.02,196.2,328.9,132.7,0.404,523.6,0.32,0.66,354,0.17,2007,0.17,121862,--------,-------,696,21463,300,396.2,439.1,42.9,0.098,583.2,0.13,0.258,406,0.157,19851,0.585,19863,--------,-------,13912,14846,71.9
Porites astreoides ,40,10--40,MF,20230707.117,07/07/2023,38337,441,1.3,31.3,15.01,281.2,471.5,190.3,0.404,606.5,0.4,0.66,372,0.18,2132,0.16,88221,--------,-------,750,15012,0,582,649.5,67.5,0.104,599.1,0.22,0.225,499,0.625,21661,0.15,21669,--------,-------,16069,16910,62.2
Porites astreoides ,40,10--40,MF,20230707.118,07/07/2023,38346,410.1,1.3,31.3,15,183.5,306.6,123,0.401,492.5,0.33,0.67,333,0.16,1983,0.16,113373,--------,-------,657,19160,400,367,421.5,54.5,0.129,477.2,0.14,0.342,471,0.092,20502,0.566,20504,--------,-------,12953,13649,77.2
Porites astreoides ,40,10--40,MF,20230707.119,07/07/2023,38355,507.8,1.3,31.4,15.01,152.5,251.8,99.3,0.394,449.8,0.31,0.67,349,0.16,2063,0.17,134027,--------,-------,677,23256,400,287.3,330.2,42.9,0.13,445.9,0.04,0.358,487,0.557,20256,0.085,20257,--------,-------,12524,13178,79.8
Porites astreoides ,40,10--40,MF,20230707.120,07/07/2023,38364,709.3,1.3,31.3,15,150.6,247,96.4,0.39,461.8,0.29,0.67,327,0.17,2219,0.16,128024,--------,-------,703,21582,400,273.6,302.7,29.1,0.096,578.3,0.1,0.251,436,0.145,21558,0.604,21562,--------,-------,15359,16255,65.1
Porites astreoides ,52,40--40,MF,20230707.121,07/07/2023,38385,726.8,1.3,31.4,15,115.5,192.2,76.7,0.399,388.7,0.27,0.67,298,0.16,1856,0.17,127781,--------,-------,603,22220,600,175.3,207,31.7,0.153,388.8,0,0.467,623,0.458,15304,0.075,15649,--------,-------,7897,8480,126.6
Porites astreoides ,52,40--40,MF,20230707.122,07/07/2023,38393,561.3,1.3,31.4,15,145.4,228.7,83.2,0.364,508.7,0.33,0.66,347,0.18,2467,0.16,124935,--------,-------,796,20757,500,231.5,268.9,37.4,0.139,466.5,0.14,0.424,625,0.51,15025,0.066,15029,--------,-------,8493,8925,117.7
Porites astreoides ,52,40--40,MF,20230707.123,07/07/2023,38402,900,1.3,31.3,15,108.1,181.4,73.3,0.404,414.1,0.27,0.7,327,0.13,2282,0.17,102857,--------,-------,633,17638,600,199.1,225.3,26.2,0.116,443.7,0.11,0.315,569,0.092,15588,0.593,15606,--------,-------,10387,10867,96.3
Porites astreoides ,52,40--40,MF,20230707.124,07/07/2023,38413,900,1.3,31.3,14.99,144.6,243.2,98.6,0.405,446.8,0.3,0.65,344,0.17,1822,0.18,97692,--------,-------,654,17679,500,296.4,330.1,33.7,0.102,558.6,0.22,0.286,579,0.599,15683,0.115,15734,--------,-------,10799,11368,92.6
Porites astreoides ,52,40--40,MF,20230707.125,07/07/2023,38422,900,1.3,31.3,15,76.2,125.9,49.7,0.395,315.8,0.24,0.68,297,0.15,1936,0.17,147474,--------,-------,591,25021,800,120,141.6,21.5,0.152,330.9,0.05,0.473,490,0.459,15276,0.069,15325,--------,-------,7774,8292,128.6
Porites astreoides ,45,10--40,MF,20230707.126,07/07/2023,38431,630,1.3,31.4,14.98,206.8,382.1,175.4,0.459,529.2,0.36,0.7,367,0.14,2528,0.16,86066,--------,-------,737,14397,300,465.7,525,59.3,0.113,566.1,0.14,0.23,421,0.155,17799,0.615,17806,--------,-------,13077,13810,76.5
Porites astreoides ,45,10--40,MF,20230707.127,07/07/2023,38440,751.7,1.3,31.3,14.99,135.9,252.5,116.5,0.462,421.5,0.31,0.69,305,0.14,2013,0.16,115422,--------,-------,600,19026,500,286,326.9,40.8,0.125,448.7,0.11,0.289,464,0.63,17224,0.081,17226,--------,-------,11949,12375,83.7
Porites astreoides ,45,10--40,MF,20230707.128,07/07/2023,38450,668.3,1.3,31.4,14.98,88.9,158.7,69.8,0.44,372.7,0.27,0.7,293,0.14,1855,0.16,102717,--------,-------,556,16706,700,174.6,205.1,30.5,0.149,370.4,0,0.365,485,0.567,16813,0.067,16940,--------,-------,10416,10853,96
Porites astreoides ,45,10--40,MF,20230707.129,07/07/2023,38460,672.4,1.3,31.3,14.99,192.7,351.5,158.8,0.452,505.3,0.35,0.67,337,0.17,1846,0.15,90588,--------,-------,646,14293,300,429,487.8,58.8,0.121,529.8,0.13,0.241,480,0.639,17782,0.12,17788,--------,-------,13043,13612,76.7
Porites astreoides ,45,10--40,MF,20230707.130,07/07/2023,38469,565.5,1.3,31.4,14.98,109.3,199.7,90.4,0.453,391.7,0.26,0.69,315,0.14,2123,0.17,121121,--------,-------,616,20693,600,207.6,248.1,40.5,0.163,364.2,0.07,0.407,462,0.514,16597,0.079,16613,--------,-------,9461,10025,105.7
